2025-07-15,4.31,4.50,4.56,4.24
2025-07-16,4.39,4.34,4.45,4.32
2025-07-17,4.33,4.29,4.33,4.26
2025-07-18,4.29,4.28,4.33,4.26
2025-07-21,4.27,4.25,4.28,4.23
2025-07-22,4.23,4.20,4.24,4.14
2025-07-23,4.18,4.16,4.26,4.14
2025-07-24,4.18,4.24,4.25,4.15
2025-07-25,4.26,4.16,4.26,4.14
2025-07-28,4.14,4.11,4.20,4.09
2025-07-29,4.11,4.07,4.11,4
2025-07-30,4.08,4.06,4.13,4.03
2025-07-31,4.02,3.92,4.02,3.92
2025-08-01,3.94,3.98,4.05,3.94
2025-08-04,3.94,3.96,3.97,3.89
2025-08-05,3.96,4.02,4.02,3.96
2025-08-06,4.02,4.02,4.03,3.97
2025-08-07,4.03,4,4.04,3.99
2025-08-08,3.99,3.99,4.02,3.98
2025-08-11,3.99,4.03,4.03,3.97
2025-08-12,4.10,4.29,4.38,4.08
2025-08-13,4.17,4.15,4.18,4.09
2025-08-14,4.10,4.02,4.13,4.01
2025-08-15,4.02,4.03,4.04,3.99
2025-08-18,4.02,4.02,4.03,3.99
2025-08-19,4.02,4,4.02,3.99
2025-08-20,3.99,4.01,4.01,3.96
2025-08-21,4.02,4.03,4.04,4
2025-08-22,4.02,4.02,4.04,3.98
2025-08-25,4.02,4.02,4.04,4
2025-08-26,4.02,4.02,4.03,3.99
2025-08-27,4.01,3.94,4.02,3.94
2025-08-28,3.94,3.89,3.97,3.81
2025-08-29,3.92,3.87,3.93,3.86
2025-09-01,3.88,3.89,3.90,3.83
2025-09-02,3.97,3.99,4.07,3.97
2025-09-03,3.91,3.82,3.94,3.82
2025-09-04,3.81,3.80,3.83,3.77
2025-09-05,3.80,3.83,3.83,3.73
2025-09-08,3.82,3.94,4.02,3.82
2025-09-09,3.88,3.85,3.91,3.84
2025-09-10,3.84,3.86,3.87,3.83
2025-09-11,3.83,3.87,3.87,3.80
2025-09-12,3.86,3.89,3.94,3.85
2025-09-15,3.92,4.01,4.04,3.90
2025-09-16,3.99,4.07,4.13,3.94
2025-09-17,4.08,4.03,4.16,3.95
2025-09-18,4,3.90,4.04,3.86
2025-09-19,3.91,4.04,4.26,3.91
2025-09-22,4.15,4,4.15,3.99
2025-09-23,3.96,4.40,4.40,3.92
2025-09-24,4.26,4.40,4.73,4.19
2025-09-25,4.27,4.13,4.36,4.11
2025-09-26,4.09,3.98,4.11,3.98
2025-09-29,3.94,3.86,3.95,3.83
2025-09-30,3.84,3.83,3.89,3.83
2025-10-09,3.83,3.86,3.87,3.80
2025-10-10,3.85,3.88,3.91,3.82
2025-10-13,3.81,4.04,4.14,3.76
2025-10-14,4.08,4.35,4.45,4.06
2025-10-15,4.15,4.05,4.18,4.03
2025-10-16,4.05,4.20,4.38,4.04
2025-10-17,4.12,4.08,4.29,4.08
2025-10-20,4.14,4.07,4.18,4.04
2025-10-21,4.08,4.20,4.23,3.99
2025-10-22,4.21,4.11,4.23,4.08
2025-10-23,4.09,4.08,4.17,4.02
2025-10-24,4.07,4.02,4.17,4
2025-10-27,4.06,4.06,4.14,4
2025-10-28,4.06,4.08,4.14,4.04
2025-10-29,4.05,4.16,4.16,3.96
2025-10-30,4.14,4.12,4.26,4.11
2025-10-31,4.15,4.16,4.20,4.09
2025-11-03,4.13,4.19,4.20,4.11
2025-11-04,4.17,4.13,4.20,4.10
2025-11-05,4.10,4.18,4.22,4.08
2025-11-06,4.18,4.10,4.20,4.09
2025-11-07,4.11,4.06,4.13,4.06
2025-11-10,4.06,4.08,4.10,4.02
2025-11-11,4.07,4.08,4.11,4.05
2025-11-12,4.07,4.03,4.12,4.01
2025-11-13,4.03,4.02,4.05,4
2025-11-14,4.03,4.14,4.15,4.02
2025-11-17,4.14,4.16,4.24,4.13
2025-11-18,4.11,3.97,4.14,3.94
2025-11-19,3.96,3.85,3.99,3.83
