code,name,industry
sz002385,大北农,农林牧渔
sz002386,天原股份,基础化工
sz002387,维信诺,电子
sz002388,新亚制程,电子
sz002389,航天彩虹,国防军工
sz002390,信邦制药,医药生物
sz002391,长青股份,基础化工
sz002392,北京利尔,建筑材料
sz002393,力生制药,医药生物
sz002394,联发股份,纺织服饰
sz002395,双象股份,基础化工
sz002396,星网锐捷,通信
sz002397,梦洁股份,纺织服饰
sz002398,垒知集团,建筑材料
sz002399,海普瑞,医药生物
sz002400,省广集团,传媒
sz002401,中远海科,计算机
sz002402,和而泰,电子
sz002403,爱仕达,家用电器
sz002404,嘉欣丝绸,纺织服饰
sz002405,四维图新,计算机
sz002406,远东传动,汽车
sz002407,多氟多,基础化工
sz002408,齐翔腾达,石油石化
sz002409,雅克科技,电子
sz002410,广联达,计算机
sz002412,汉森制药,医药生物
sz002413,雷科防务,国防军工
sz002414,高德红外,国防军工
sz002415,海康威视,计算机
sz002416,爱施德,商贸零售
sz002418,康盛股份,家用电器
sz002419,天虹股份,商贸零售
sz002420,毅昌科技,综合
sz002421,达实智能,计算机
sz002422,科伦药业,医药生物
sz002423,中粮资本,非银金融
sz002425,凯撒文化,传媒
sz002426,胜利精密,电子
sz002427,尤夫股份,基础化工
sz002428,云南锗业,有色金属
sz002429,兆驰股份,家用电器
sz002430,杭氧股份,基础化工
sz002432,九安医疗,医药生物
sz002434,万里扬,汽车
sz002436,兴森科技,电子
sz002437,誉衡药业,医药生物
sz002438,江苏神通,机械设备
sz002439,启明星辰,计算机
sz002440,闰土股份,基础化工
sz002441,众业达,电力设备
sz002442,龙星科技,基础化工
sz002443,金洲管道,钢铁
sz002444,巨星科技,机械设备
sz002445,中南文化,机械设备
sz002446,盛路通信,国防军工
sz002448,中原内配,汽车
sz002449,国星光电,电子
sz002451,摩恩电气,电力设备
sz002452,长高电气,电力设备
sz002453,华软科技,基础化工
sz002454,松芝股份,汽车
sz002455,百川股份,基础化工
sz002456,欧菲光,电子
sz002457,青龙管业,建筑材料
sz002458,益生股份,农林牧渔
sz002459,晶澳科技,电力设备
sz002460,赣锋锂业,有色金属
sz002461,珠江啤酒,食品饮料
sz002462,嘉事堂,医药生物
sz002463,沪电股份,电子
sz002465,海格通信,国防军工
sz002466,天齐锂业,有色金属
sz002467,二六三,通信
sz002468,申通快递,交通运输
sz002469,三维化学,建筑装饰
sz002470,金正大,基础化工
sz002471,中超控股,电力设备
sz002472,双环传动,汽车
sz002474,榕基软件,计算机
sz002475,立讯精密,电子
sz002476,新叶股份,石油石化
sz002478,常宝股份,钢铁
sz002479,富春环保,公用事业
sz002480,新筑股份,公用事业
sz002481,双塔食品,农林牧渔
sz002482,广田集团,建筑装饰
sz002483,润邦股份,机械设备
sz002484,江海股份,电子
sz002486,嘉麟杰,纺织服饰
sz002487,大金重工,电力设备
sz002488,金固股份,汽车
sz002489,浙江永强,轻工制造
sz002490,山东墨龙,机械设备
sz002491,通鼎互联,通信
sz002492,恒基达鑫,交通运输
sz002493,荣盛石化,石油石化
sz002494,华斯股份,纺织服饰
sz002495,佳隆股份,食品饮料
sz002496,辉丰股份,基础化工
sz002497,雅化集团,基础化工
sz002498,汉缆股份,电力设备
sz002500,山西证券,非银金融
sz002505,鹏都农牧,-
sz002506,协鑫集成,电力设备
sz002507,涪陵榨菜,食品饮料
sz002508,老板电器,家用电器
sz002510,天汽模,汽车
sz002511,中顺洁柔,美容护理
sz002513,蓝丰生化,基础化工
sz002515,金字火腿,食品饮料
sz002516,旷达科技,汽车
sz002517,恺英网络,传媒
sz002518,科士达,电力设备
sz002519,银河电子,国防军工
sz002520,日发精机,机械设备
sz002521,齐峰新材,轻工制造
sz002522,浙江众成,基础化工
sz002523,天桥起重,机械设备
sz002524,光正眼科,医药生物
sz002525,胜景山河,-
sz002526,山东矿机,机械设备
sz002527,新时达,机械设备
sz002529,海源复材,机械设备
sz002530,金财互联,机械设备
sz002531,天顺风能,电力设备
sz002532,天山铝业,有色金属
sz002533,金杯电工,电力设备
sz002534,西子洁能,电力设备
sz002535,林州重机,机械设备
sz002536,飞龙股份,汽车
sz002537,海联金汇,汽车
sz002539,云图控股,基础化工
sz002540,亚太科技,有色金属
sz002541,鸿路钢构,建筑装饰
sz002543,万和电气,家用电器
sz002544,普天科技,通信
sz002545,东方铁塔,基础化工
sz002546,新联电子,电力设备
sz002548,金新农,农林牧渔
sz002549,凯美特气,基础化工
sz002550,千红制药,医药生物
sz002551,尚荣医疗,医药生物
sz002552,宝鼎科技,电子
sz002553,南方精工,汽车
sz002554,惠博普,石油石化
sz002555,三七互娱,传媒
sz002556,辉隆股份,农林牧渔
sz002557,洽洽食品,食品饮料
sz002558,巨人网络,传媒
sz002559,亚威股份,机械设备
sz002560,通达股份,电力设备
sz002561,徐家汇,商贸零售
sz002562,兄弟科技,基础化工
sz002563,森马服饰,纺织服饰
sz002564,天沃科技,机械设备
sz002565,顺灏股份,轻工制造
sz002566,益盛药业,医药生物
sz002567,唐人神,农林牧渔
sz002568,百润股份,食品饮料
sz002570,贝因美,食品饮料
sz002571,德力股份,轻工制造
sz002572,索菲亚,轻工制造
sz002573,清新环境,环保
sz002574,明牌珠宝,纺织服饰
sz002575,群兴玩具,综合
sz002576,通达动力,电力设备
sz002577,雷柏科技,计算机
sz002578,闽发铝业,有色金属
sz002579,中京电子,电子
sz002580,圣阳股份,电力设备
sz002582,好想你,食品饮料
sz002583,海能达,通信
sz002584,西陇科学,电子
sz002585,双星新材,基础化工
sz002586,围海股份,建筑装饰
sz002587,奥拓电子,电子
sz002588,史丹利,基础化工
sz002589,瑞康医药,医药生物
sz002590,万安科技,汽车
sz002591,恒大高新,基础化工
sz002593,日上集团,建筑装饰
sz002594,比亚迪,汽车
sz002595,豪迈科技,机械设备
sz002596,海南瑞泽,建筑材料
sz002597,金禾实业,基础化工
sz002599,盛通股份,轻工制造
sz002600,领益智造,电子
sz002601,龙佰集团,基础化工
sz002602,世纪华通,传媒
sz002603,以岭药业,医药生物
sz002605,姚记科技,传媒
sz002606,大连电瓷,电力设备
sz002607,中公教育,社会服务
sz002608,江苏国信,公用事业
sz002609,捷顺科技,计算机
sz002611,东方精工,机械设备
sz002612,朗姿股份,纺织服饰
sz002613,北玻股份,建筑材料
sz002614,奥佳华,家用电器
sz002615,哈尔斯,轻工制造
sz002616,长青集团,公用事业
sz002617,露笑科技,公用事业
sz002622,皓宸医疗,医药生物
sz002623,亚玛顿,电力设备
sz002624,完美世界,传媒
sz002625,光启技术,国防军工
sz002626,金达威,食品饮料
sz002627,三峡旅游,社会服务
sz002628,成都路桥,建筑装饰
sz002629,仁智股份,石油石化
sz002631,德尔未来,轻工制造
sz002632,道明光学,基础化工
sz002633,申科股份,机械设备
sz002635,安洁科技,电子
sz002636,金安国纪,电子
sz002637,赞宇科技,基础化工
sz002638,勤上股份,家用电器
sz002639,雪人集团,机械设备
sz002640,跨境通,商贸零售
sz002641,公元股份,建筑材料
sz002642,荣联科技,计算机
sz002643,万润股份,电子
sz002644,佛慈制药,医药生物
sz002645,华宏科技,环保
sz002646,天佑德酒,食品饮料
sz002647,仁东控股,非银金融
sz002648,卫星化学,基础化工
sz002649,博彦科技,计算机
sz002651,利君股份,国防军工
sz002652,扬子新材,建筑材料
sz002653,海思科,医药生物
sz002654,万润科技,电子
sz002655,共达电声,电子
sz002656,摩登大道,纺织服饰
sz002657,中科金财,计算机
sz002658,雪迪龙,环保
sz002659,凯文教育,社会服务
sz002660,茂硕电源,电子
sz002661,克明食品,食品饮料
sz002662,峰璟股份,汽车
sz002663,普邦股份,建筑装饰
sz002664,信质集团,汽车
sz002666,德联集团,基础化工
sz002668,TCL智家,家用电器
sz002669,康达新材,基础化工
sz002670,国盛证券,非银金融
sz002671,龙泉股份,建筑材料
sz002672,东江环保,环保
sz002673,西部证券,非银金融
sz002674,兴业科技,纺织服饰
sz002675,东诚药业,医药生物
sz002676,顺威股份,家用电器
sz002677,浙江美大,家用电器
sz002678,珠江钢琴,轻工制造
sz002679,福建金森,农林牧渔
sz002681,奋达科技,电子
sz002682,龙洲股份,交通运输
sz002683,广东宏大,基础化工
sz002685,华东重机,机械设备
sz002686,亿利达,机械设备
sz002687,乔治白,纺织服饰
sz002688,金河生物,农林牧渔
sz002690,美亚光电,机械设备
sz002692,远程股份,电力设备
sz002693,双成药业,医药生物
sz002695,煌上煌,食品饮料
sz002696,百洋股份,农林牧渔
sz002697,红旗连锁,商贸零售
sz002698,博实股份,机械设备
sz002700,万憬能源,公用事业
sz002701,奥瑞金,轻工制造
sz002702,海欣食品,食品饮料
sz002703,浙江世宝,汽车
sz002705,新宝股份,家用电器
sz002706,良信股份,电力设备
sz002707,众信旅游,社会服务
sz002708,光洋股份,汽车
sz002709,天赐材料,电力设备
sz002710,慈铭体检,-
sz002712,思美传媒,传媒
sz002713,东易日盛,建筑装饰
sz002714,牧原股份,农林牧渔
sz002715,登云股份,汽车
sz002716,湖南白银,有色金属
sz002718,友邦吊顶,建筑材料
sz002720,宏良股份,-
sz002721,金一文化,纺织服饰
sz002722,物产金轮,机械设备
sz002723,小崧股份,家用电器
sz002724,海洋王,家用电器
sz002725,跃岭股份,汽车
sz002727,一心堂,医药生物
sz002728,特一药业,医药生物
sz002729,好利科技,电子
sz002730,电光科技,机械设备
sz002732,燕塘乳业,食品饮料
sz002733,雄韬股份,电力设备
sz002734,利民股份,基础化工
sz002735,王子新材,轻工制造
sz002736,国信证券,非银金融
sz002737,葵花药业,医药生物
sz002738,中矿资源,有色金属
sz002739,儒意电影,传媒
sz002741,光华科技,电子
sz002742,冀衡医药,医药生物
sz002745,木林森,电子
sz002746,仙坛股份,农林牧渔
sz002747,埃斯顿,机械设备
sz002748,世龙实业,基础化工
sz002749,国光股份,基础化工
sz002752,昇兴股份,轻工制造
sz002753,永东股份,基础化工
sz002755,奥赛康,医药生物
sz002756,永兴材料,有色金属
sz002757,南兴股份,机械设备
sz002758,浙农股份,基础化工
sz002760,凤形股份,机械设备
sz002761,浙江建投,建筑装饰
sz002762,金发拉比,纺织服饰
sz002763,汇洁股份,纺织服饰
sz002765,蓝黛科技,汽车
sz002766,索菱股份,汽车
sz002767,先锋电子,机械设备
sz002768,国恩股份,基础化工
sz002769,普路通,交通运输
sz002771,真视通,计算机
sz002772,众兴菌业,农林牧渔
sz002773,康弘药业,医药生物
sz002774,快意电梯,机械设备
sz002775,文科股份,建筑装饰
sz002777,久远银海,计算机
sz002778,中晟高科,环保
sz002779,中坚科技,机械设备
sz002780,三夫户外,纺织服饰
sz002782,可立克,电子
sz002783,凯龙股份,基础化工
sz002785,万里石,建筑材料
sz002786,银宝山新,机械设备
sz002787,华源控股,轻工制造
sz002788,鹭燕医药,医药生物
sz002790,瑞尔特,轻工制造
sz002791,坚朗五金,建筑材料
sz002792,通宇通讯,通信
sz002793,罗欣药业,医药生物
sz002795,永和智控,机械设备
sz002796,世嘉科技,通信
sz002797,第一创业,非银金融
sz002798,帝欧水华,轻工制造
sz002799,环球印务,轻工制造
sz002800,天顺股份,交通运输
sz002801,微光股份,电力设备
sz002802,洪汇新材,基础化工
sz002803,吉宏股份,商贸零售
sz002805,丰元股份,电力设备
sz002806,华锋股份,汽车
sz002807,江阴银行,银行
sz002809,红墙股份,基础化工
sz002810,山东赫达,基础化工
sz002811,郑中设计,建筑装饰
sz002812,恩捷股份,电力设备
sz002813,路畅科技,汽车
sz002815,崇达技术,电子
sz002817,黄山胶囊,医药生物
sz002818,富森美,商贸零售
sz002819,东方中科,机械设备
sz002820,桂发祥,食品饮料
sz002821,凯莱英,医药生物
sz002823,凯中精密,电力设备
sz002824,和胜股份,有色金属
sz002825,纳尔股份,基础化工
sz002826,易明医药,医药生物
sz002827,高争民爆,基础化工
sz002828,贝肯能源,石油石化
sz002829,星网宇达,国防军工
sz002830,名雕股份,建筑装饰
sz002831,裕同科技,轻工制造
sz002832,比音勒芬,纺织服饰
sz002833,弘亚数控,机械设备
sz002835,同为股份,计算机
sz002836,新宏泽,轻工制造
sz002837,英维克,机械设备
sz002838,道恩股份,基础化工
sz002839,张家港行,银行
sz002840,华统股份,食品饮料
sz002841,视源股份,电子
sz002842,翔鹭钨业,有色金属
sz002843,泰嘉股份,机械设备
sz002845,同兴达,电子
sz002846,英联股份,轻工制造
sz002847,盐津铺子,食品饮料
sz002848,高斯贝尔,家用电器
sz002849,威星智能,机械设备
sz002850,科达利,电力设备
sz002851,麦格米特,电力设备
sz002852,道道全,农林牧渔
sz002853,皮阿诺,轻工制造
sz002855,捷荣技术,电子
sz002857,三晖电气,电力设备
sz002858,力盛体育,社会服务
sz002859,洁美科技,电子
sz002860,星帅尔,家用电器
sz002861,瀛通通讯,电子
sz002862,实丰文化,轻工制造
sz002863,今飞凯达,汽车
sz002864,盘龙药业,医药生物
sz002865,钧达股份,电力设备
sz002866,传艺科技,电子
sz002867,周大生,纺织服饰
sz002868,绿康生化,农林牧渔
sz002869,金溢科技,计算机
sz002870,香山股份,汽车
sz002871,伟隆股份,机械设备
sz002873,新天药业,医药生物
sz002875,安奈儿,纺织服饰
sz002876,三利谱,电子
sz002877,智能自控,机械设备
sz002878,元隆雅图,传媒
sz002879,长缆科技,电力设备
sz002880,卫光生物,医药生物
sz002881,美格智能,通信
sz002882,金龙羽,电力设备
sz002884,凌霄泵业,机械设备
sz002885,京泉华,电子
sz002886,沃特股份,基础化工
sz002887,绿茵生态,环保
sz002888,惠威科技,电子
sz002889,东方嘉盛,交通运输
sz002890,弘宇股份,机械设备
sz002891,中宠股份,农林牧渔
sz002892,科力尔,电力设备
sz002893,京能热力,公用事业
sz002895,川恒股份,基础化工
sz002896,中大力德,机械设备
sz002897,意华股份,通信
sz002899,英派斯,轻工制造
sz002900,哈三联,医药生物
sz002901,大博医疗,医药生物
sz002902,铭普光磁,通信
sz002903,宇环数控,机械设备
sz002905,金逸影视,传媒
sz002906,华阳集团,汽车
sz002907,华森制药,医药生物
sz002908,德生科技,计算机
sz002909,集泰股份,基础化工
sz002910,庄园牧场,食品饮料
sz002911,佛燃能源,公用事业
sz002912,中新赛克,计算机
sz002913,奥士康,电子
sz002915,中欣氟材,基础化工
sz002916,深南电路,电子
sz002917,金奥博,基础化工
sz002918,蒙娜丽莎,轻工制造
sz002919,名臣健康,传媒
sz002920,德赛西威,计算机
sz002921,联诚精密,汽车
sz002922,伊戈尔,电子
sz002923,润都股份,医药生物
sz002925,盈趣科技,电子
sz002926,华西证券,非银金融
sz002927,泰永长征,电力设备
sz002928,华夏航空,交通运输
sz002929,润建股份,通信
sz002930,宏川智慧,交通运输
sz002931,锋龙股份,机械设备
sz002933,新兴装备,国防军工
sz002935,天奥电子,国防军工
sz002936,郑州银行,银行
sz002937,兴瑞科技,汽车
sz002938,鹏鼎控股,电子
sz002939,长城证券,非银金融
sz002940,昂利康,医药生物
sz002941,新疆交建,建筑装饰
sz002942,新农股份,基础化工
sz002943,宇晶股份,机械设备
sz002945,华林证券,非银金融
sz002946,新乳业,食品饮料
sz002947,恒铭达,电子
sz002948,青岛银行,银行
sz002949,华阳国际,建筑装饰
sz002950,奥美医疗,医药生物
sz002951,金时科技,电力设备
sz002952,亚世光电,电子
sz002953,日丰股份,电力设备
sz002955,鸿合科技,电子
sz002956,西麦食品,食品饮料
sz002957,科瑞技术,机械设备
sz002958,青农商行,银行
sz002959,小熊电器,家用电器
sz002960,青鸟智控,机械设备
sz002961,瑞达期货,非银金融
sz002962,五方光电,电子
sz002963,豪尔赛,建筑装饰
sz002965,祥鑫科技,汽车
sz002966,苏州银行,银行
sz002967,广电计量,社会服务
sz002968,新大正,房地产
sz002969,嘉美包装,轻工制造
sz002970,锐明技术,计算机
sz002971,和远气体,基础化工
sz002972,科安达,机械设备
sz002973,侨银股份,环保
sz002975,博杰股份,机械设备
sz002976,瑞玛精密,汽车
sz002978,安宁股份,有色金属
sz002979,雷赛智能,机械设备
sz002980,华盛昌,电力设备
sz002981,朝阳科技,电子
sz002982,湘佳股份,农林牧渔
sz002983,芯瑞达,电子
sz002984,森麒麟,汽车
sz002985,北摩高科,国防军工
sz002986,宇新股份,石油石化
sz002987,京北方,计算机
sz002988,豪美新材,有色金属
sz002989,中天精装,建筑装饰
sz002990,盛视科技,计算机
sz002991,甘源食品,食品饮料
sz002992,宝明科技,电子
sz002993,奥海科技,电子
sz002995,天地在线,传媒
sz002996,顺博合金,有色金属
sz002997,瑞鹄模具,汽车
sz002998,优彩资源,基础化工
sz002999,天禾股份,基础化工
sz003000,劲仔食品,食品饮料
sz003001,中岩大地,建筑装饰
sz003002,壶化股份,基础化工
sz003003,天元股份,轻工制造
sz003004,声迅股份,计算机
sz003005,竞业达,计算机
sz003006,百亚股份,美容护理
sz003007,直真科技,计算机
sz003008,开普检测,社会服务
sz003009,中天火箭,国防军工
sz003010,若羽臣,商贸零售
sz003011,海象新材,轻工制造
sz003012,东鹏控股,轻工制造
sz003013,地铁设计,建筑装饰
sz003015,日久光电,电子
sz003016,欣贺股份,纺织服饰
sz003017,大洋生物,基础化工
sz003018,金富科技,轻工制造
sz003019,宸展光电,电子
sz003020,立方制药,医药生物
sz003021,兆威机电,电力设备
sz003022,联泓新科,电力设备
sz003023,彩虹集团,家用电器
sz003025,思进智能,机械设备
sz003026,中晶科技,电子
sz003027,同兴科技,环保
sz003028,振邦智能,家用电器
sz003029,吉大正元,计算机
sz003030,祖名股份,农林牧渔
sz003031,中瓷电子,通信
sz003032,传智教育,社会服务
sz003033,征和工业,汽车
sz003035,南网能源,公用事业
sz003036,泰坦股份,机械设备
sz003037,三和管桩,建筑材料
sz003038,鑫铂股份,有色金属
sz003039,顺控发展,环保
sz003040,楚天龙,通信
sz003041,真爱美家,纺织服饰
sz003042,中农联合,基础化工
sz003043,华亚智能,电子
sz003816,中国广核,公用事业
sh600000,浦发银行,银行
sh600001,邯郸钢铁,-
sh600002,齐鲁石化,-
sh600004,白云机场,交通运输
sh600005,武钢股份,-
sh600006,东风股份,汽车
sh600007,中国国贸,房地产
sh600008,首创环保,环保
sh600009,上海机场,交通运输
sh600010,包钢股份,钢铁
sh600011,华能国际,公用事业
sh600012,皖通高速,交通运输
sh600015,华夏银行,银行
sh600016,民生银行,银行
sh600017,日照港,交通运输
sh600018,上港集团,交通运输
sh600019,宝钢股份,钢铁
sh600020,中原高速,交通运输
sh600021,上海电力,公用事业
sh600022,山东钢铁,钢铁
sh600023,浙能电力,公用事业
sh600025,华能水电,公用事业
sh600026,中远海能,交通运输
sh600027,华电国际,公用事业
sh600028,中国石化,石油石化
sh600029,南方航空,交通运输
sh600030,中信证券,非银金融
sh600031,三一重工,机械设备
sh600032,浙江新能,公用事业
sh600033,福建高速,交通运输
sh600035,楚天高速,交通运输
sh600036,招商银行,银行
sh600037,歌华有线,传媒
sh600038,中直股份,国防军工
sh600039,四川路桥,建筑装饰
sh600048,保利发展,房地产
sh600050,中国联通,通信
sh600051,宁波联合,综合
sh600052,东望时代,公用事业
sh600054,黄山旅游,社会服务
sh600055,万东医疗,医药生物
sh600056,中国医药,医药生物
sh600057,厦门象屿,交通运输
sh600058,五矿发展,商贸零售
sh600059,古越龙山,食品饮料
sh600060,海信视像,家用电器
sh600061,国投资本,非银金融
sh600062,华润双鹤,医药生物
sh600063,皖维高新,基础化工
sh600064,南京高科,房地产
sh600066,宇通客车,汽车
sh600067,冠城新材,电力设备
sh600068,葛洲坝,-
sh600071,凤凰光学,电子
sh600072,中船科技,电力设备
sh600073,光明肉业,食品饮料
sh600075,新疆天业,基础化工
sh600076,康欣新材,轻工制造
sh600078,澄星股份,基础化工
sh600081,东风科技,汽车
sh600085,同仁堂,医药生物
sh600088,中视传媒,传媒
sh600089,特变电工,电力设备
sh600094,大名城,房地产
sh600095,湘财股份,非银金融
sh600096,云天化,基础化工
sh600097,开创国际,农林牧渔
sh600098,广州发展,公用事业
sh600099,林海股份,汽车
sh600100,同方股份,计算机
sh600101,明星电力,公用事业
sh600102,莱钢股份,-
sh600103,青山纸业,轻工制造
sh600104,上汽集团,汽车
sh600105,永鼎股份,通信
sh600106,重庆路桥,交通运输
sh600108,亚盛集团,农林牧渔
sh600109,国金证券,非银金融
sh600110,诺德股份,电力设备
sh600111,北方稀土,有色金属
sh600113,浙江东日,商贸零售
sh600114,东睦股份,机械设备
sh600115,中国东航,交通运输
sh600116,三峡水利,公用事业
sh600117,西宁特钢,钢铁
sh600118,中国卫星,国防军工
sh600120,浙江东方,非银金融
sh600121,郑州煤电,煤炭
sh600123,兰花科创,煤炭
sh600125,铁龙物流,交通运输
sh600126,杭钢股份,钢铁
sh600127,金健米业,农林牧渔
sh600128,苏豪弘业,商贸零售
sh600129,太极集团,医药生物
sh600130,波导股份,电子
sh600131,国网信通,计算机
sh600132,重庆啤酒,食品饮料
sh600133,东湖高新,环保
sh600135,乐凯胶片,基础化工
sh600137,浪莎股份,纺织服饰
sh600138,中青旅,社会服务
sh600141,兴发集团,基础化工
sh600143,金发科技,基础化工
sh600148,长春一东,汽车
sh600149,廊坊发展,公用事业
sh600150,中国船舶,国防军工
sh600151,航天机电,汽车
sh600152,维科技术,电力设备
sh600153,建发股份,交通运输
sh600155,华创云信,非银金融
sh600156,华升股份,纺织服饰
sh600157,永泰能源,公用事业
sh600158,中体产业,社会服务
sh600159,大龙地产,房地产
sh600160,巨化股份,基础化工
sh600161,天坛生物,医药生物
sh600162,香江控股,房地产
sh600163,中闽能源,公用事业
sh600165,宁科生物,基础化工
sh600166,福田汽车,汽车
sh600167,联美控股,公用事业
sh600168,武汉控股,环保
sh600170,上海建工,建筑装饰
sh600171,上海贝岭,电子
sh600172,黄河旋风,机械设备
sh600173,卧龙新能,房地产
sh600176,中国巨石,建筑材料
sh600177,雅戈尔,纺织服饰
sh600178,东安动力,汽车
sh600179,安通控股,交通运输
sh600182,S佳通,汽车
sh600183,生益科技,电子
sh600184,光电股份,国防军工
sh600185,珠免集团,商贸零售
sh600186,莲花控股,食品饮料
sh600188,兖矿能源,煤炭
sh600189,泉阳泉,食品饮料
sh600191,华资实业,农林牧渔
sh600192,长城电工,电力设备
sh600195,中牧股份,农林牧渔
sh600196,复星医药,医药生物
sh600197,伊力特,食品饮料
sh600198,大唐电信,通信
sh600199,金种子酒,食品饮料
sh600201,生物股份,农林牧渔
sh600202,哈空调,机械设备
sh600203,福日电子,电子
sh600205,S山东铝,-
sh600206,有研新材,电子
sh600207,安彩高科,电力设备
sh600208,衢州发展,房地产
sh600210,紫江企业,轻工制造
sh600211,西藏药业,医药生物
sh600212,绿能慧充,电力设备
sh600215,派斯林,机械设备
sh600216,浙江医药,医药生物
sh600217,中再资环,环保
sh600218,全柴动力,汽车
sh600219,南山铝业,有色金属
sh600221,海航控股,交通运输
sh600222,太龙药业,医药生物
sh600223,福瑞达,美容护理
sh600226,亨通股份,公用事业
sh600227,赤天化,基础化工
sh600228,返利科技,传媒
sh600229,城市传媒,传媒
sh600230,沧州大化,基础化工
sh600231,凌钢股份,钢铁
sh600232,金鹰股份,机械设备
sh600233,圆通速递,交通运输
sh600234,科新发展,建筑装饰
sh600235,民丰特纸,轻工制造
sh600236,桂冠电力,公用事业
sh600237,铜峰电子,电子
sh600241,时代万恒,电力设备
sh600246,万通发展,房地产
sh600248,陕建股份,建筑装饰
sh600249,两面针,美容护理
sh600250,南京商旅,社会服务
sh600251,冠农股份,农林牧渔
sh600252,中恒集团,医药生物
sh600253,天方药业,-
sh600255,鑫科材料,有色金属
sh600256,广汇能源,石油石化
sh600257,大湖股份,农林牧渔
sh600258,首旅酒店,社会服务
sh600259,中稀有色,有色金属
sh600261,阳光照明,家用电器
sh600262,北方股份,机械设备
sh600263,路桥建设,-
sh600266,城建发展,房地产
sh600267,海正药业,医药生物
sh600268,国电南自,电力设备
sh600269,赣粤高速,交通运输
sh600270,外运发展,-
sh600271,航天信息,计算机
sh600272,开开实业,医药生物
sh600273,嘉化能源,基础化工
sh600276,恒瑞医药,医药生物
sh600278,东方创业,商贸零售
sh600279,重庆港,交通运输
sh600280,中央商场,商贸零售
sh600281,华阳新材,有色金属
sh600282,南钢股份,钢铁
sh600283,钱江水利,环保
sh600284,浦东建设,建筑装饰
sh600285,羚锐制药,医药生物
sh600287,苏豪时尚,商贸零售
sh600288,大恒科技,计算机
sh600292,电投水电,公用事业
sh600293,三峡新材,建筑材料
sh600295,鄂尔多斯,钢铁
sh600296,S兰铝,-
sh600297,广汇汽车,-
sh600298,安琪酵母,食品饮料
sh600299,安迪苏,基础化工
sh600300,维维股份,食品饮料
sh600301,华锡有色,有色金属
sh600303,曙光股份,汽车
sh600305,恒顺醋业,食品饮料
sh600307,酒钢宏兴,钢铁
sh600308,华泰股份,轻工制造
sh600309,XD万华化,基础化工
sh600310,广西能源,公用事业
sh600312,平高电气,电力设备
sh600313,农发种业,农林牧渔
sh600315,上海家化,美容护理
sh600316,洪都航空,国防军工
sh600317,营口港,-
sh600318,新力金融,非银金融
sh600319,亚星化学,基础化工
sh600320,振华重工,机械设备
sh600321,正源股份,-
sh600322,津投城开,房地产
sh600323,瀚蓝环境,环保
sh600325,华发股份,房地产
sh600326,西藏天路,建筑材料
sh600327,大东方,商贸零售
sh600328,中盐化工,基础化工
sh600329,达仁堂,医药生物
sh600330,天通股份,电子
sh600331,宏达股份,基础化工
sh600332,白云山,医药生物
sh600333,长春燃气,公用事业
sh600335,国机汽车,汽车
sh600336,澳柯玛,家用电器
sh600338,西藏珠峰,有色金属
sh600339,中油工程,石油石化
sh600343,航天动力,机械设备
sh600345,长江通信,通信
sh600346,恒力石化,石油石化
sh600348,华阳股份,煤炭
sh600349,富通昭和,-
sh600350,山东高速,交通运输
sh600351,亚宝药业,医药生物
sh600352,浙江龙盛,基础化工
sh600353,旭光电子,电子
sh600354,敦煌种业,农林牧渔
sh600356,恒丰纸业,轻工制造
sh600357,承德钒钛,-
sh600358,国旅联合,传媒
sh600359,新农开发,农林牧渔
sh600360,华微电子,电子
sh600361,创新新材,有色金属
sh600362,江西铜业,有色金属
sh600363,联创光电,电子
sh600366,宁波韵升,有色金属
sh600367,红星发展,基础化工
sh600368,五洲交通,交通运输
sh600369,西南证券,非银金融
sh600371,万向德农,农林牧渔
sh600372,中航机载,国防军工
sh600373,中文传媒,传媒
sh600375,汉马科技,汽车
sh600376,首开股份,房地产
sh600377,宁沪高速,交通运输
sh600378,昊华科技,基础化工
sh600379,宝光股份,电力设备
sh600380,健康元,医药生物
sh600382,广东明珠,钢铁
sh600383,金地集团,房地产
sh600386,北巴传媒,汽车
sh600388,紫金龙净,环保
sh600389,江山股份,基础化工
sh600390,五矿资本,非银金融
sh600391,航发科技,国防军工
sh600392,盛和资源,有色金属
sh600395,盘江股份,煤炭
sh600396,华电辽能,公用事业
sh600397,江钨装备,机械设备
sh600398,海澜之家,纺织服饰
sh600399,抚顺特钢,钢铁
sh600400,红豆股份,纺织服饰
sh600403,大有能源,煤炭
sh600405,动力源,电力设备
sh600406,国电南瑞,电力设备
sh600408,安泰集团,煤炭
sh600409,三友化工,基础化工
sh600410,华胜天成,计算机
sh600415,小商品城,商贸零售
sh600416,湘电股份,电力设备
sh600418,江淮汽车,汽车
sh600419,天润乳业,食品饮料
sh600420,国药现代,医药生物
sh600422,昆药集团,医药生物
sh600425,青松建化,建筑材料
sh600426,华鲁恒升,基础化工
sh600428,中远海特,交通运输
sh600429,三元股份,食品饮料
sh600433,冠豪高新,轻工制造
sh600435,北方导航,国防军工
sh600436,片仔癀,医药生物
sh600438,通威股份,电力设备
sh600444,国机通用,机械设备
sh600446,金证股份,计算机
sh600448,华纺股份,纺织服饰
sh600449,宁夏建材,建筑材料
sh600452,涪陵电力,公用事业
sh600455,博通股份,计算机
sh600456,宝钛股份,有色金属
sh600458,时代新材,综合
