code,name,industry
sh600459,贵研铂业,有色金属
sh600460,士兰微,电子
sh600461,洪城环境,环保
sh600463,空港股份,房地产
sh600467,好当家,农林牧渔
sh600468,百利电气,电力设备
sh600469,风神股份,汽车
sh600470,六国化工,基础化工
sh600472,包头铝业,-
sh600475,华光环能,公用事业
sh600477,杭萧钢构,建筑装饰
sh600478,科力远,电力设备
sh600479,千金药业,医药生物
sh600480,凌云股份,汽车
sh600481,双良节能,电力设备
sh600482,中国动力,电力设备
sh600483,福能股份,公用事业
sh600486,扬农化工,基础化工
sh600487,亨通光电,通信
sh600488,津药药业,医药生物
sh600489,中金黄金,有色金属
sh600490,鹏欣资源,有色金属
sh600493,凤竹纺织,纺织服饰
sh600495,晋西车轴,机械设备
sh600496,精工钢构,建筑装饰
sh600497,驰宏锌锗,有色金属
sh600498,烽火通信,通信
sh600499,科达制造,机械设备
sh600500,中化国际,基础化工
sh600501,航天晨光,机械设备
sh600502,安徽建工,建筑装饰
sh600503,华丽家族,房地产
sh600505,西昌电力,公用事业
sh600506,统一股份,石油石化
sh600507,方大特钢,钢铁
sh600508,上海能源,煤炭
sh600509,天富能源,公用事业
sh600510,黑牡丹,房地产
sh600511,国药股份,医药生物
sh600512,腾达建设,建筑装饰
sh600513,联环药业,医药生物
sh600515,海南机场,房地产
sh600516,方大炭素,钢铁
sh600517,国网英大,非银金融
sh600518,康美药业,医药生物
sh600519,贵州茅台,食品饮料
sh600520,三佳科技,机械设备
sh600521,华海药业,医药生物
sh600522,中天科技,通信
sh600523,贵航股份,汽车
sh600525,长园集团,电力设备
sh600526,菲达环保,环保
sh600527,江南高纤,纺织服饰
sh600528,中铁工业,机械设备
sh600529,山东药玻,医药生物
sh600531,豫光金铅,有色金属
sh600533,栖霞建设,房地产
sh600535,天士力,医药生物
sh600536,中国软件,计算机
sh600538,国发股份,医药生物
sh600539,狮头股份,商贸零售
sh600540,新赛股份,农林牧渔
sh600545,卓郎智能,机械设备
sh600546,山煤国际,煤炭
sh600547,山东黄金,有色金属
sh600548,深高速,交通运输
sh600549,厦门钨业,有色金属
sh600550,保变电气,电力设备
sh600551,时代出版,传媒
sh600552,凯盛科技,电子
sh600553,太行水泥,-
sh600556,天下秀,传媒
sh600557,康缘药业,医药生物
sh600558,大西洋,机械设备
sh600559,老白干酒,食品饮料
sh600560,金自天正,机械设备
sh600561,江西长运,交通运输
sh600562,国睿科技,国防军工
sh600563,法拉电子,电子
sh600566,济川药业,医药生物
sh600567,山鹰国际,轻工制造
sh600569,安阳钢铁,钢铁
sh600570,恒生电子,计算机
sh600571,信雅达,计算机
sh600572,康恩贝,医药生物
sh600573,惠泉啤酒,食品饮料
sh600575,淮河能源,公用事业
sh600576,祥源文旅,社会服务
sh600577,精达股份,电力设备
sh600578,京能电力,公用事业
sh600579,中化装备,机械设备
sh600580,卧龙电驱,电力设备
sh600582,天地科技,机械设备
sh600583,海油工程,石油石化
sh600584,长电科技,电子
sh600585,海螺水泥,建筑材料
sh600586,金晶科技,建筑材料
sh600587,新华医疗,医药生物
sh600588,用友网络,计算机
sh600589,大位科技,计算机
sh600590,泰豪科技,电力设备
sh600592,龙溪股份,机械设备
sh600593,大连圣亚,社会服务
sh600594,益佰制药,医药生物
sh600595,中孚实业,有色金属
sh600596,新安股份,基础化工
sh600597,光明乳业,食品饮料
sh600598,北大荒,农林牧渔
sh600600,青岛啤酒,食品饮料
sh600601,方正科技,电子
sh600602,云赛智联,计算机
sh600603,广汇物流,交通运输
sh600604,市北高新,房地产
sh600605,汇通能源,商贸零售
sh600606,绿地控股,房地产
sh600607,上实医药,-
sh600609,金杯汽车,汽车
sh600610,中毅达,基础化工
sh600611,大众交通,交通运输
sh600612,老凤祥,纺织服饰
sh600613,神奇制药,医药生物
sh600615,鑫源智造,有色金属
sh600616,金枫酒业,食品饮料
sh600617,国新能源,公用事业
sh600618,氯碱化工,基础化工
sh600619,海立股份,家用电器
sh600620,天宸股份,综合
sh600621,华鑫股份,非银金融
sh600622,光大嘉宝,房地产
sh600623,华谊集团,基础化工
sh600626,申达股份,汽车
sh600627,上电股份,-
sh600628,新世界,商贸零售
sh600629,华建集团,建筑装饰
sh600630,龙头股份,纺织服饰
sh600631,百联股份(已合并),-
sh600632,华联商厦,-
sh600633,浙数文化,传媒
sh600635,大众公用,公用事业
sh600637,东方明珠,传媒
sh600638,新黄浦,房地产
sh600639,浦东金桥,房地产
sh600640,国脉文化,传媒
sh600641,先导基电,电子
sh600642,申能股份,公用事业
sh600643,爱建集团,非银金融
sh600644,乐山电力,公用事业
sh600645,中源协和,医药生物
sh600648,外高桥,房地产
sh600649,城投控股,房地产
sh600650,锦江在线,交通运输
sh600651,飞乐音响,汽车
sh600653,申华控股,汽车
sh600654,中安科,计算机
sh600655,豫园股份,商贸零售
sh600657,信达地产,房地产
sh600658,电子城,房地产
sh600660,福耀玻璃,汽车
sh600661,昂立教育,社会服务
sh600662,外服控股,社会服务
sh600663,陆家嘴,房地产
sh600664,哈药股份,医药生物
sh600665,天地源,房地产
sh600666,奥瑞德,计算机
sh600667,太极实业,建筑装饰
sh600668,尖峰集团,建筑材料
sh600671,天目药业,医药生物
sh600673,东阳光,综合
sh600674,川投能源,公用事业
sh600675,中华企业,房地产
sh600676,久事动娱,汽车
sh600679,上海凤凰,汽车
sh600681,百川能源,公用事业
sh600682,南京新百,综合
sh600683,京投发展,房地产
sh600684,珠江股份,房地产
sh600685,中船防务,国防军工
sh600686,金龙汽车,汽车
sh600688,上海石化,石油石化
sh600689,上海三毛,综合
sh600690,海尔智家,家用电器
sh600691,潞化科技,基础化工
sh600692,亚通股份,房地产
sh600693,东百集团,商贸零售
sh600694,大商股份,商贸零售
sh600697,欧亚集团,商贸零售
sh600698,湖南天雁,汽车
sh600699,均胜电子,汽车
sh600702,舍得酒业,食品饮料
sh600703,三安光电,电子
sh600704,物产中大,交通运输
sh600705,中航产融,-
sh600706,曲江文旅,社会服务
sh600707,彩虹股份,电子
sh600708,光明地产,房地产
sh600710,苏美达,商贸零售
sh600711,盛屯矿业,有色金属
sh600712,南宁百货,商贸零售
sh600713,南京医药,医药生物
sh600714,金瑞矿业,基础化工
sh600715,文投控股,传媒
sh600716,凤凰股份,房地产
sh600717,天津港,交通运输
sh600718,东软集团,计算机
sh600719,大连热电,公用事业
sh600720,中交设计,建筑装饰
sh600721,百花医药,医药生物
sh600722,金牛化工,基础化工
sh600723,首商股份,-
sh600724,宁波富达,房地产
sh600725,云维股份,煤炭
sh600726,华电能源,公用事业
sh600727,鲁北化工,基础化工
sh600728,佳都科技,计算机
sh600729,重百集团,商贸零售
sh600731,湖南海利,基础化工
sh600732,爱旭股份,电力设备
sh600733,北汽蓝谷,汽车
sh600736,苏州高新,房地产
sh600737,中粮糖业,农林牧渔
sh600738,丽尚国潮,商贸零售
sh600739,辽宁成大,医药生物
sh600740,山西焦化,煤炭
sh600741,华域汽车,汽车
sh600742,富维股份,汽车
sh600743,华远控股,房地产
sh600744,华银电力,公用事业
sh600746,江苏索普,基础化工
sh600748,上实发展,房地产
sh600749,西藏旅游,社会服务
sh600750,XD华润江,医药生物
sh600751,海航科技,交通运输
sh600754,锦江酒店,社会服务
sh600755,厦门国贸,交通运输
sh600756,浪潮软件,计算机
sh600757,长江传媒,传媒
sh600758,辽宁能源,煤炭
sh600760,中航沈飞,国防军工
sh600761,安徽合力,机械设备
sh600763,通策医疗,医药生物
sh600764,中国海防,国防军工
sh600765,中航重机,国防军工
sh600768,富邦新材,有色金属
sh600769,祥龙电业,环保
sh600770,综艺股份,综合
sh600771,广誉远,医药生物
sh600773,西藏城投,房地产
sh600774,汉商集团,医药生物
sh600775,南京熊猫,通信
sh600776,东方通信,通信
sh600777,新潮能源,石油石化
sh600778,友好集团,商贸零售
sh600779,水井坊,食品饮料
sh600780,通宝能源,公用事业
sh600782,新钢股份,钢铁
sh600783,鲁信创投,机械设备
sh600784,鲁银投资,基础化工
sh600785,新华百货,商贸零售
sh600786,东方锅炉,-
sh600787,中储股份,交通运输
sh600789,鲁抗医药,医药生物
sh600790,轻纺城,商贸零售
sh600791,京能置业,房地产
sh600792,云煤能源,煤炭
sh600793,宜宾纸业,轻工制造
sh600794,保税科技,交通运输
sh600795,国电电力,公用事业
sh600796,钱江生化,环保
sh600797,浙大网新,计算机
sh600798,宁波海运,交通运输
sh600800,渤海化学,石油石化
sh600801,华新建材,建筑材料
sh600802,福建水泥,建筑材料
sh600803,新奥股份,公用事业
sh600805,悦达投资,综合
sh600807,济高发展,综合
sh600808,马钢股份,钢铁
sh600809,山西汾酒,食品饮料
sh600810,神马股份,基础化工
sh600812,华北制药,医药生物
sh600814,杭州解百,商贸零售
sh600815,厦工股份,机械设备
sh600816,建元信托,非银金融
sh600817,宇通重工,环保
sh600819,耀皮玻璃,建筑材料
sh600820,隧道股份,建筑装饰
sh600821,金开新能,公用事业
sh600822,上海物贸,汽车
sh600824,益民集团,商贸零售
sh600825,新华传媒,传媒
sh600826,兰生股份,社会服务
sh600827,百联股份,商贸零售
sh600828,茂业商业,商贸零售
sh600829,人民同泰,医药生物
sh600830,香溢融通,非银金融
sh600831,广电网络,传媒
sh600832,东方明珠,-
sh600833,第一医药,医药生物
sh600834,申通地铁,交通运输
sh600835,上海机电,机械设备
sh600837,海通证券,-
sh600838,上海九百,商贸零售
sh600839,四川长虹,家用电器
sh600840,新湖创业,-
sh600841,动力新科,汽车
sh600842,中西药业,-
sh600843,上工申贝,机械设备
sh600844,金煤科技,基础化工
sh600845,宝信软件,计算机
sh600846,同济科技,建筑装饰
sh600847,万里股份,电力设备
sh600848,上海临港,房地产
sh600850,电科数字,计算机
sh600851,海欣股份,医药生物
sh600853,龙建股份,建筑装饰
sh600854,春兰股份,家用电器
sh600855,航天长峰,国防军工
sh600857,宁波中百,商贸零售
sh600858,银座股份,商贸零售
sh600859,王府井,商贸零售
sh600860,京城股份,机械设备
sh600861,北京人力,社会服务
sh600862,中航高科,国防军工
sh600863,华能蒙电,公用事业
sh600864,哈投股份,非银金融
sh600865,百大集团,商贸零售
sh600866,星湖科技,基础化工
sh600867,通化东宝,医药生物
sh600868,梅雁吉祥,公用事业
sh600869,远东股份,电力设备
sh600871,石化油服,石油石化
sh600872,中炬高新,食品饮料
sh600873,梅花生物,基础化工
sh600874,创业环保,环保
sh600875,东方电气,电力设备
sh600876,凯盛新能,建筑材料
sh600877,电科芯片,电子
sh600879,航天电子,国防军工
sh600880,博瑞传播,社会服务
sh600881,亚泰集团,综合
sh600882,妙可蓝多,食品饮料
sh600883,博闻科技,农林牧渔
sh600884,杉杉股份,电力设备
sh600885,宏发股份,电力设备
sh600886,国投电力,公用事业
sh600887,伊利股份,食品饮料
sh600888,新疆众和,有色金属
sh600892,大晟文化,传媒
sh600893,航发动力,国防军工
sh600894,广日股份,机械设备
sh600895,张江高科,房地产
sh600897,厦门空港,交通运输
sh600900,长江电力,公用事业
sh600901,江苏金租,非银金融
sh600903,贵州燃气,公用事业
sh600905,三峡能源,公用事业
sh600906,财达证券,非银金融
sh600908,无锡银行,银行
sh600909,华安证券,非银金融
sh600916,中国黄金,纺织服饰
sh600917,重庆燃气,公用事业
sh600918,中泰证券,非银金融
sh600919,江苏银行,银行
sh600925,苏能股份,煤炭
sh600926,杭州银行,银行
sh600927,永安期货,非银金融
sh600928,西安银行,银行
sh600929,雪天盐业,基础化工
sh600930,华电新能,公用事业
sh600933,爱柯迪,汽车
sh600935,华塑股份,基础化工
sh600936,北投科技,传媒
sh600938,中国海油,石油石化
sh600939,重庆建工,建筑装饰
sh600941,中国移动,通信
sh600955,维远股份,基础化工
sh600956,新天绿能,公用事业
sh600958,东方证券,非银金融
sh600959,江苏有线,传媒
sh600960,渤海汽车,汽车
sh600961,株冶集团,有色金属
sh600962,国投中鲁,农林牧渔
sh600963,岳阳林纸,轻工制造
sh600966,博汇纸业,轻工制造
sh600967,内蒙一机,国防军工
sh600968,海油发展,石油石化
sh600969,郴电国际,公用事业
sh600970,中材国际,建筑装饰
sh600971,恒源煤电,煤炭
sh600973,宝胜股份,电力设备
sh600975,新五丰,农林牧渔
sh600976,健民集团,医药生物
sh600977,中国电影,传媒
sh600979,广安爱众,公用事业
sh600980,北矿科技,机械设备
sh600981,苏豪汇鸿,商贸零售
sh600982,宁波能源,公用事业
sh600983,惠而浦,家用电器
sh600984,建设机械,机械设备
sh600985,淮北矿业,煤炭
sh600986,浙文互联,传媒
sh600987,航民股份,纺织服饰
sh600988,赤峰黄金,有色金属
sh600989,宝丰能源,基础化工
sh600990,四创电子,国防军工
sh600991,广汽长丰,-
sh600992,贵绳股份,机械设备
sh600993,马应龙,医药生物
sh600995,南网储能,公用事业
sh600996,贵广网络,传媒
sh600997,开滦股份,煤炭
sh600998,九州通,医药生物
sh600999,招商证券,非银金融
sh601000,唐山港,交通运输
sh601001,晋控煤业,煤炭
sh601002,晋亿实业,机械设备
sh601003,柳钢股份,钢铁
sh601005,重庆钢铁,钢铁
sh601006,大秦铁路,交通运输
sh601007,金陵饭店,社会服务
sh601008,连云港,交通运输
sh601009,南京银行,银行
sh601011,宝泰隆,煤炭
sh601012,隆基绿能,电力设备
sh601015,陕西黑猫,煤炭
sh601016,XD节能风,公用事业
sh601018,宁波港,交通运输
sh601019,山东出版,传媒
sh601020,华钰矿业,有色金属
sh601021,春秋航空,交通运输
sh601022,宁波远洋,交通运输
sh601026,道生天合,基础化工
sh601028,玉龙股份,-
sh601033,永兴股份,环保
sh601038,一拖股份,机械设备
sh601058,XD赛轮轮,汽车
sh601059,信达证券,非银金融
sh601061,中信金属,商贸零售
sh601065,江盐集团,基础化工
sh601066,中信建投,非银金融
sh601068,中铝国际,建筑装饰
sh601069,西部黄金,有色金属
sh601077,渝农商行,银行
sh601083,锦江航运,交通运输
sh601086,国芳集团,商贸零售
sh601088,中国神华,煤炭
sh601089,福元医药,医药生物
sh601091,沈鼓集团,-
sh601096,宏盛华源,建筑装饰
sh601098,中南传媒,传媒
sh601099,太平洋,非银金融
sh601100,恒立液压,机械设备
sh601101,昊华能源,煤炭
sh601106,中国一重,机械设备
sh601107,四川成渝,交通运输
sh601108,财通证券,非银金融
sh601111,中国国航,交通运输
sh601112,振石股份,建筑材料
sh601113,华鼎股份,基础化工
sh601116,三江购物,商贸零售
sh601117,中国化学,建筑装饰
sh601118,海南橡胶,农林牧渔
sh601121,宝地矿业,钢铁
sh601123,马矿股份,钢铁
sh601126,四方股份,电力设备
sh601127,赛力斯,汽车
sh601128,常熟银行,银行
sh601133,柏诚股份,建筑装饰
sh601136,首创证券,非银金融
sh601137,博威合金,有色金属
sh601138,工业富联,电子
sh601139,深圳燃气,公用事业
sh601155,新城控股,房地产
sh601156,东航物流,交通运输
sh601158,重庆水务,环保
sh601162,天风证券,非银金融
sh601163,三角轮胎,汽车
sh601166,兴业银行,银行
sh601168,西部矿业,有色金属
sh601169,北京银行,银行
sh601177,杭齿前进,机械设备
sh601179,中国西电,电力设备
sh601186,中国铁建,建筑装饰
sh601187,厦门银行,银行
sh601188,龙江交通,交通运输
sh601198,东兴证券,非银金融
sh601199,江南水务,环保
sh601200,上海环境,环保
sh601206,海尔施,-
sh601208,东材科技,基础化工
sh601211,国泰海通,非银金融
sh601212,白银有色,有色金属
sh601216,君正集团,基础化工
sh601218,吉鑫科技,电力设备
sh601222,林洋能源,电力设备
sh601225,陕西煤业,煤炭
sh601226,华电科工,建筑装饰
sh601228,广州港,交通运输
sh601229,上海银行,银行
sh601231,环旭电子,电子
sh601233,桐昆股份,石油石化
sh601236,红塔证券,非银金融
sh601238,广汽集团,汽车
sh601279,英利汽车,汽车
sh601288,农业银行,银行
sh601298,青岛港,交通运输
sh601299,中国北车,-
sh601311,骆驼股份,电力设备
sh601318,中国平安,非银金融
sh601319,中国人保,非银金融
sh601326,秦港股份,交通运输
sh601328,交通银行,银行
sh601330,绿色动力,环保
sh601333,广深铁路,交通运输
sh601336,新华保险,非银金融
sh601339,百隆东方,纺织服饰
sh601360,三六零,计算机
sh601366,利群股份,商贸零售
sh601368,绿城水务,环保
sh601369,陕鼓动力,机械设备
sh601375,中原证券,非银金融
sh601377,兴业证券,非银金融
sh601388,怡球资源,有色金属
sh601390,中国中铁,建筑装饰
sh601398,工商银行,银行
sh601399,国机重装,机械设备
sh601456,国联民生,非银金融
sh601500,通用股份,汽车
sh601512,中新集团,房地产
sh601515,衢州东峰,轻工制造
sh601518,吉林高速,交通运输
sh601519,大智慧,计算机
sh601528,瑞丰银行,银行
sh601555,东吴证券,非银金融
sh601566,九牧王,纺织服饰
sh601567,三星电气,电力设备
sh601568,北元化工,基础化工
sh601577,长沙银行,银行
sh601579,会稽山,食品饮料
sh601588,北辰实业,房地产
sh601595,上海电影,传媒
sh601598,中国外运,交通运输
sh601599,浙文影业,纺织服饰
sh601600,中国铝业,有色金属
sh601601,中国太保,非银金融
sh601606,长城军工,国防军工
sh601607,上海医药,医药生物
sh601608,中信重工,机械设备
sh601609,金田股份,有色金属
sh601611,中国核建,建筑装饰
sh601615,明阳智能,电力设备
sh601616,广电电气,电力设备
sh601618,中国中冶,建筑装饰
sh601619,嘉泽新能,公用事业
sh601628,中国人寿,非银金融
sh601633,长城汽车,汽车
sh601636,旗滨集团,建筑材料
sh601658,邮储银行,银行
sh601665,齐鲁银行,银行
sh601666,平煤股份,煤炭
sh601668,中国建筑,建筑装饰
sh601669,中国电建,建筑装饰
sh601677,明泰铝业,有色金属
sh601678,滨化股份,基础化工
sh601686,友发集团,钢铁
sh601688,华泰证券,非银金融
sh601689,拓普集团,汽车
sh601696,中银证券,非银金融
sh601698,中国卫通,国防军工
sh601699,潞安环能,煤炭
sh601700,风范股份,电力设备
sh601702,华峰铝业,有色金属
sh601717,中创智领,机械设备
sh601727,上海电气,电力设备
sh601728,中国电信,通信
sh601766,中国中车,机械设备
sh601777,千里科技,汽车
sh601778,晶科科技,公用事业
sh601788,光大证券,非银金融
sh601789,宁波建工,建筑装饰
sh601798,蓝科高新,机械设备
sh601799,星宇股份,汽车
sh601800,中国交建,建筑装饰
sh601801,皖新传媒,传媒
sh601808,中海油服,石油石化
sh601811,新华文轩,传媒
sh601816,京沪高铁,交通运输
sh601818,光大银行,银行
sh601825,沪农商行,银行
sh601827,三峰环境,环保
sh601828,美凯龙,商贸零售
sh601838,成都银行,银行
sh601857,中国石油,石油石化
sh601858,中国科传,传媒
sh601860,紫金银行,银行
sh601865,福莱特,电力设备
sh601866,中远海发,交通运输
sh601868,中国能建,建筑装饰
sh601869,长飞光纤,通信
sh601872,招商轮船,交通运输
sh601877,正泰电器,电力设备
sh601878,浙商证券,非银金融
sh601880,辽港股份,交通运输
sh601881,中国银河,非银金融
sh601882,海天精工,机械设备
sh601886,江河集团,建筑装饰
sh601888,中国中免,商贸零售
sh601890,亚星锚链,国防军工
sh601898,中煤能源,煤炭
sh601899,紫金矿业,有色金属
sh601900,南方传媒,传媒
sh601901,方正证券,非银金融
sh601908,京运通,公用事业
sh601916,浙商银行,银行
sh601918,新集能源,煤炭
sh601919,中远海控,交通运输
sh601921,浙版传媒,传媒
sh601928,凤凰传媒,传媒
sh601929,吉视传媒,传媒
sh601933,永辉超市,商贸零售
sh601939,建设银行,银行
sh601949,中国出版,传媒
sh601952,苏垦农发,农林牧渔
sh601956,东贝集团,家用电器
sh601958,金钼股份,有色金属
sh601963,重庆银行,银行
sh601965,中国汽研,汽车
sh601966,玲珑轮胎,汽车
sh601968,宝钢包装,轻工制造
sh601969,海南矿业,钢铁
sh601975,招商南油,交通运输
sh601985,中国核电,公用事业
sh601988,中国银行,银行
sh601989,中国重工,-
sh601990,南京证券,非银金融
sh601991,大唐发电,公用事业
sh601992,金隅集团,建筑材料
sh601995,中金公司,非银金融
sh601996,丰林集团,轻工制造
sh601997,贵阳银行,银行
sh601998,中信银行,银行
sh601999,出版传媒,传媒
sh603000,人民网,传媒
sh603001,奥康国际,纺织服饰
sh603002,宏昌电子,电子
sh603004,鼎龙科技,基础化工
sh603005,晶方科技,电子
sh603006,联明股份,汽车
sh603007,顺景科技,汽车
sh603009,北特科技,汽车
sh603010,万盛股份,基础化工
sh603011,合锻智能,机械设备
sh603012,创力集团,机械设备
sh603013,亚普股份,汽车
sh603014,威高血净,医药生物
sh603015,弘讯科技,机械设备
sh603016,新宏泰,电力设备
sh603017,中衡设计,建筑装饰
sh603018,华设集团,建筑装饰
sh603019,中科曙光,计算机
sh603020,爱普股份,基础化工
sh603022,新通联,轻工制造
sh603023,威帝股份,汽车
sh603025,大豪科技,机械设备
sh603026,石大胜华,电力设备
sh603027,千禾味业,食品饮料
sh603028,赛福天,机械设备
sh603029,天鹅股份,机械设备
sh603030,全筑股份,建筑装饰
sh603031,安孚科技,电力设备
sh603032,德新科技,电力设备
sh603033,三维股份,基础化工
sh603035,常熟汽饰,汽车
sh603036,如通股份,机械设备
sh603037,凯众股份,汽车
sh603038,华立股份,建筑材料
sh603039,泛微网络,计算机
sh603040,新坐标,汽车
sh603041,美思德,基础化工
sh603042,华脉科技,通信
sh603043,广州酒家,食品饮料
sh603045,福达合金,有色金属
sh603048,浙江黎明,汽车
sh603049,中策橡胶,汽车
sh603050,科林电气,电力设备
sh603051,鹿山新材,基础化工
sh603052,可川科技,电子
sh603053,成都燃气,公用事业
sh603055,台华新材,纺织服饰
sh603056,德邦股份,-
sh603057,紫燕食品,食品饮料
sh603058,永吉股份,轻工制造
sh603059,倍加洁,美容护理
sh603060,国检集团,社会服务
sh603061,金海通,电子
sh603062,麦加芯彩,基础化工
sh603063,禾望电气,电力设备
sh603065,宿迁联盛,基础化工
sh603066,音飞储存,交通运输
sh603067,振华股份,基础化工
sh603068,博通集成,电子
sh603069,海汽集团,交通运输
sh603070,万控智造,电力设备
sh603071,物产环能,公用事业
sh603072,天和磁材,有色金属
sh603073,彩蝶实业,基础化工
sh603075,热威股份,家用电器
sh603076,乐惠国际,机械设备
sh603077,和邦生物,基础化工
sh603078,江化微,电子
sh603079,圣达生物,基础化工
sh603080,新疆火炬,公用事业
sh603081,大丰实业,机械设备
sh603082,北自科技,机械设备
sh603083,剑桥科技,通信
sh603085,天成自控,汽车
sh603086,先达股份,基础化工
sh603087,甘李药业,医药生物
sh603088,宁波精达,机械设备
sh603089,正裕工业,汽车
sh603090,宏盛股份,机械设备
sh603091,众鑫股份,轻工制造
sh603092,德力佳,电力设备
sh603093,南华期货,非银金融
sh603095,越剑智能,机械设备
sh603096,新经典,传媒
sh603097,江苏华辰,电力设备
sh603098,森特股份,建筑装饰
sh603099,长白山,社会服务
sh603100,川仪股份,机械设备
sh603101,汇嘉时代,商贸零售
sh603102,百合股份,食品饮料
sh603103,横店影视,传媒
sh603105,芯能科技,公用事业
sh603106,恒银科技,计算机
sh603107,上海汽配,汽车
sh603108,润达医疗,医药生物
sh603109,神驰机电,汽车
sh603110,东方材料,基础化工
sh603111,康尼机电,机械设备
sh603112,华翔股份,家用电器
sh603113,金能科技,基础化工
sh603115,海星股份,电子
sh603116,红蜻蜓,纺织服饰
sh603117,万林物流,交通运输
sh603118,共进股份,通信
sh603119,浙江荣泰,汽车
sh603120,肯特催化,基础化工
sh603121,华培动力,汽车
sh603122,合富中国,医药生物
sh603123,翠微股份,商贸零售
sh603124,江南新材,有色金属
sh603125,常青科技,基础化工
sh603126,中材节能,环保
sh603127,昭衍新药,医药生物
sh603128,华贸物流,交通运输
sh603129,春风动力,汽车
sh603130,云中马,纺织服饰
sh603131,上海沪工,机械设备
sh603132,金徽股份,有色金属
sh603135,中重科技,机械设备
sh603136,天目湖,社会服务
sh603137,恒尚节能,建筑装饰
sh603138,海量数据,计算机
sh603139,康惠股份,医药生物
sh603150,万朗磁塑,基础化工
sh603151,邦基科技,农林牧渔
sh603153,上海建科,建筑装饰
sh603155,新亚强,基础化工
sh603156,养元饮品,食品饮料
sh603158,腾龙股份,汽车
sh603159,上海亚虹,机械设备
sh603160,汇顶科技,电子
sh603161,科华控股,汽车
sh603162,海通发展,交通运输
sh603163,圣晖集成,建筑装饰
sh603165,荣晟环保,轻工制造
sh603166,福达股份,汽车
sh603167,渤海轮渡,交通运输
sh603168,莎普爱思,医药生物
sh603169,兰石重装,机械设备
sh603170,宝立食品,食品饮料
sh603171,税友股份,计算机
sh603172,万丰股份,基础化工
sh603173,福斯达,机械设备
sh603175,超颖电子,电子
sh603176,汇通集团,建筑装饰
sh603177,德创环保,环保
sh603178,圣龙股份,汽车
sh603179,新泉股份,汽车
sh603180,金牌家居,轻工制造
sh603181,皇马科技,基础化工
sh603182,嘉华股份,农林牧渔
sh603183,建研院,社会服务
sh603185,弘元绿能,电力设备
sh603186,华正新材,电子
sh603187,海容冷链,机械设备
sh603188,亚邦股份,基础化工
sh603190,亚通精工,汽车
sh603191,望变电气,电力设备
sh603192,汇得科技,基础化工
sh603193,润本股份,美容护理
sh603194,中力股份,机械设备
sh603195,公牛集团,轻工制造
sh603196,璞源材料,纺织服饰
sh603197,保隆科技,汽车
sh603198,迎驾贡酒,食品饮料
sh603199,九华旅游,社会服务
sh603200,上海洗霸,环保
sh603201,常润股份,汽车
sh603202,天有为,汽车
sh603203,快克智能,机械设备
sh603205,健尔康,医药生物
sh603206,嘉环科技,通信
sh603207,小方制药,医药生物
sh603208,江山欧派,轻工制造
sh603209,兴通股份,交通运输
sh603210,泰鸿万立,汽车
sh603211,晋拓股份,汽车
sh603212,赛伍技术,电力设备
sh603213,镇洋发展,基础化工
sh603214,爱婴室,商贸零售
sh603215,比依股份,家用电器
sh603216,梦天家居,轻工制造
sh603217,元利科技,基础化工
sh603218,日月股份,电力设备
sh603219,富佳股份,家用电器
sh603220,中贝通信,通信
sh603221,爱丽家居,轻工制造
sh603222,济民健康,医药生物
sh603223,恒通股份,石油石化
sh603225,新凤鸣,基础化工
sh603226,菲林格尔,轻工制造
sh603227,雪峰科技,基础化工
sh603228,景旺电子,电子
sh603229,奥翔药业,医药生物
sh603230,内蒙新华,传媒
sh603231,索宝蛋白,农林牧渔
sh603232,格尔软件,计算机
sh603233,大参林,医药生物
sh603235,天新药业,基础化工
sh603236,移远通信,通信
sh603237,五芳斋,食品饮料
sh603238,诺邦股份,纺织服饰
sh603239,浙江仙通,汽车
sh603248,锡华科技,电力设备
sh603255,鼎际得,基础化工
sh603256,宏和科技,建筑材料
sh603257,中国瑞林,建筑装饰
sh603258,电魂网络,传媒
sh603259,药明康德,医药生物
sh603260,合盛硅业,基础化工
sh603261,立航科技,国防军工
sh603262,技源集团,食品饮料
sh603266,天龙股份,汽车
sh603267,鸿远电子,国防军工
sh603268,松发股份,国防军工
sh603269,海鸥股份,机械设备
sh603270,金帝股份,机械设备
sh603271,永杰新材,有色金属
sh603273,天元智能,机械设备
sh603275,众辰科技,机械设备
sh603276,恒兴新材,基础化工
sh603277,银都股份,机械设备
sh603278,大业股份,机械设备
sh603279,景津装备,机械设备
sh603280,南方路机,机械设备
sh603281,江瀚新材,基础化工
sh603282,亚光股份,环保
sh603283,赛腾股份,机械设备
sh603284,林平发展,轻工制造
sh603285,键邦股份,基础化工
sh603286,日盈电子,汽车
sh603288,海天味业,食品饮料
sh603289,泰瑞机器,机械设备
sh603290,斯达半导,电子
sh603291,联合水务,环保
sh603293,埃泰克,汽车
sh603296,华勤技术,电子
sh603297,永新光学,电子
sh603298,杭叉集团,机械设备
sh603299,苏盐井神,基础化工
sh603300,海南华铁,非银金融
sh603301,振德医疗,医药生物
sh603302,鑫广绿环,-
sh603303,得邦照明,家用电器
sh603305,旭升集团,汽车
sh603306,华懋科技,汽车
sh603307,扬州金泉,纺织服饰
sh603308,应流股份,机械设备
sh603309,维力医疗,医药生物
sh603310,巍华新材,基础化工
sh603311,金海高科,家用电器
sh603312,西典新能,电力设备
