code,name,price,cjb30,b30v100,veab,precip,m5,m10,m20,mainflow,jumbo,small,vol,lv,sig,phase,mode,matching,grade,greason,score
000030,富奥股份,3.96,-33.7,0.16,-18.8,-2.69,-5194732,-7765213,-21408804,-2132740,-99700,-160542,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-0.9
000025,特  力Ａ,14.57,-54.4,1.75,-63.3,-10.08,-36897698,-83402449,-27081444,-3396173,-1422001,-754281,缩量,低,情绪退潮,观望,长线吸筹型,,D,回避：资金观望,-3.4
000031,大悦城,2.13,-16.6,1.18,-3.2,-0.92,-3368219,21912406,31151011,1759946,-4778239,-7745037,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-0.3
000037,深南电A,9.79,26.9,0.44,45.1,1.16,18898871,-1666478,-1716720,-12695551,-13843273,3790652,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,0.4
000028,国药一致,19.77,-61.1,0.58,-18.7,-7.6,-11952035,-23759756,-33753402,-1353087,509340,-1001224,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-2.5
000029,深深房Ａ,21.3,-64.9,2.12,-25.3,-13.14,-49330446,-56842954,-86068892,-6023920,293711,7796746,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-4.4
000035,中国天楹,4.84,-50.2,0.42,29.8,-5.44,-35029128,14666873,28366049,3270264,1775888,-5706269,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.8
000034,神州数码,23.32,-84.6,2.11,-20.9,-8.08,-107080141,-175138371,-538482212,22171485,26992448,-7768558,缩量,低,情绪退潮,吸筹,资金撤退型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,21.3
000042,中洲控股,8.29,-48.4,1.42,-53.0,-5.28,-8115743,-11579907,-38245943,660886,-437483,5247108,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-1.8
000036,华联控股,3.8,-55.4,0.83,-18.8,-2.19,-7792616,-1499833,-6608716,8108194,7160211,-5697739,缩量,低,情绪退潮,吸筹,资金观望型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,23.3
000045,深纺织Ａ,10.81,-65.5,0.64,-53.5,-7.31,-11249923,-33799931,-31246468,-1329982,316690,2259432,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-2.4
000032,深桑达Ａ,14.64,-54.0,3.56,-13.3,1.24,24043808,-94084861,-180969856,47636261,35243577,-28214395,缩量,低,情绪退潮,吸筹,资金观望型,纯资金炒作(亏损风险),C,谨慎：纯资金炒作,4.4
000050,深天马Ａ,6.52,-77.3,3.0,-4.1,4.69,26787173,25231175,2153094,-1506364,-3104994,-1659821,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,1.6
000049,德赛电池,22.27,-48.4,0.3,-25.0,-9.37,-47139550,-61900456,-116007641,7787618,1881794,1354264,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-3.1
000039,中集集团,9.05,-14.0,0.5,-9.6,-0.61,-7123179,-51114596,-129540244,21783715,20735909,-4135023,缩量,低,情绪退潮,吸筹,资金撤退型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,23.8
000058,深 赛 格,6.92,-47.1,0.86,15.1,-4.55,-8903795,-4063419,5913211,-3357659,-1354138,3849802,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.5
000060,中金岭南,6.22,-56.4,1.29,-27.9,-9.68,-274228349,-325890635,-345248262,-5980010,-13855093,19692741,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-3.2
000059,华锦股份,5.43,30.2,1.17,-20.8,-0.57,-8417225,-78380776,186368226,-3690172,-5782354,-7533122,缩量,低,情绪退潮,观望,长线吸筹型,,D,回避：资金观望,-0.2
000048,京基智农,19.83,-53.4,2.43,37.6,5.09,116429727,51478626,138128234,-5434594,-3452516,8410345,缩量,中,主力惜售,进场,资金观望型,资金+业绩共振(双击候选),B,关注：资金+业绩共振,85.7
000061,农 产 品,5.88,5.2,1.17,-18.0,-4.24,-35399228,-41732150,21630298,1652055,4681003,6897578,缩量,低,情绪退潮,观望,长线吸筹型,,D,回避：资金观望,-1.4
000062,深圳华强,22.95,-66.0,0.52,-27.3,-4.49,-76497055,-266359394,-136420990,17854830,19081019,-22794453,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.5
000055,方大集团,3.82,103.9,1.38,22.1,-0.22,-478474,624087,-6464883,32735686,29639464,-20764011,放量,低,游资情绪,抢筹,资金观望型,纯资金炒作(亏损风险),C,谨慎：纯资金炒作,27.9
000070,特发信息,17.23,30.4,0.44,53.9,0.77,59588674,148432547,158217351,-1413159,9660828,19332152,缩量,低,情绪退潮,观望,均衡流入型,,D,回避：资金观望,0.3
000068,华控赛格,3.21,8.7,1.51,0.3,1.86,4405571,8434330,-11008710,-1615387,-2969818,2060300,缩量,低,情绪退潮,观望,趋势转多型,,D,回避：资金观望,0.6
000069,华侨城Ａ,1.75,-52.9,1.21,-0.9,-6.09,-20004423,-41863690,-38469080,3778455,1147784,-2065200,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-2.0
000063,中兴通讯,32.37,-83.1,1.99,-25.0,-16.32,-1197114211,-3071321958,-4843646303,35157097,72487390,-35211132,缩量,低,情绪退潮,吸筹,资金撤退型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,18.6
000065,北方国际,9.74,-3.6,0.27,-62.1,-3.18,-21161938,-61893343,-19195860,10313976,8614776,-8531677,缩量,低,情绪退潮,吸筹,长线吸筹型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,22.9
000089,深圳机场,6.48,-45.7,2.71,-24.7,-2.92,-9612203,6757906,-1656853,892522,-1213377,1133686,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.0
000090,天健集团,3.42,-6.7,0.78,-2.0,-4.92,-12797091,-7996787,-5708818,7598292,5012805,-7106020,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.6
000096,广聚能源,8.01,-38.6,0.93,-13.5,-4.32,-9488631,-24184623,-28618813,-421462,-868902,3902452,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-1.4
000151,中成股份,10.12,-16.1,0.74,58.2,-1.01,-5671932,-6292024,-24087792,293596,-402204,1027167,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-0.3
000099,中信海直,13.01,-55.6,0.75,-2.6,-7.23,-27574245,-28938303,-57856968,-1873650,868269,3641514,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-2.4
000066,中国长城,14.15,-75.9,1.97,14.2,-14.06,-489163813,-557833058,-1033853559,85257318,92042833,-55743214,缩量,低,情绪退潮,吸筹,资金撤退型,纯资金炒作(亏损风险),C,谨慎：纯资金炒作,-0.7
000153,丰原药业,5.99,-5.6,0.48,-66.4,-0.42,-1279067,-8354386,-216748201,-1028753,3052,292089,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-0.1
000155,川能动力,11.71,-65.8,0.38,-36.7,-4.19,-45243608,-183554577,-322049932,-14571109,-18350823,5698587,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-1.4
000088,盐 田 港,4.51,25.9,0.97,70.7,-8.32,-86055186,-70155680,-87480210,13005836,10852609,-6552790,缩量,低,情绪退潮,吸筹,资金观望型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,21.2
000156,华数传媒,6.9,-40.1,0.98,-17.4,-3.2,-6732777,-4131553,-18170294,-568638,621690,1928041,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.1
000100,TCL科技,4.76,-80.0,4.13,-22.5,-1.72,-120558354,-663260494,-682407005,98764799,91894767,-3700332,缩量,低,情绪退潮,吸筹,资金撤退型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,23.4
000157,中联重科,6.22,23.4,0.73,-36.2,-6.88,-83791219,-219755411,-424544712,-211803970,-156387883,162696488,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-2.3
000158,常山北明,12.68,-35.4,0.61,-0.6,-8.58,-144956480,-381657931,-130844906,-21573785,-17857461,19544083,缩量,低,情绪退潮,观望,长线吸筹型,,D,回避：资金观望,-2.9
000166,申万宏源,4.4,-49.2,1.63,11.6,-3.89,-51783009,-131187123,-67221958,-6795413,-15657365,-9574503,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.3
000338,潍柴动力,25.52,-26.8,0.86,-20.6,3.23,296094292,-56840947,-558560884,-319795017,-102829509,338486323,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,1.1
000400,许继电气,20.36,-66.9,0.61,-15.3,-2.07,-19570915,3067385,-75878122,-7336766,-3834114,18833725,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-0.7
000402,金 融 街,2.43,-39.6,0.69,-24.6,-3.57,-14281515,13396647,41812333,-95430,-744237,-3479065,缩量,低,情绪退潮,观望,高位分歧型,,D,回避：资金观望,-1.2
000403,派林生物,10.0,-68.4,2.06,-57.0,-5.53,-12017083,-8983991,-11079161,-387173,51549,745858,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.8
000404,长虹华意,6.86,-72.0,0.35,-13.6,-12.62,-31121426,-37174631,-25539294,2730130,1653889,-3036336,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-4.2
000159,国际实业,5.46,-49.3,0.44,-17.1,-5.6,-13004114,-28182202,-33531757,1378929,2071691,-1347542,缩量,低,情绪退潮,吸筹,资金撤退型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,22.1
000407,胜利股份,4.22,-16.4,0.75,-7.7,1.92,6702146,7528147,8484826,-4591417,-2898330,2874875,缩量,低,情绪退潮,观望,均衡流入型,,D,回避：资金观望,0.6
000301,东方盛虹,13.63,-39.3,1.07,-6.4,-2.59,-48285620,-13452721,7014832,2699511,2049137,-1209590,缩量,低,情绪退潮,吸筹,资金观望型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,23.1
000333,美的集团,85.0,-24.2,1.63,-1.5,-2.38,-226481139,-113965764,106381582,59630766,61809551,-35371181,缩量,低,情绪退潮,吸筹,资金观望型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,23.2
000401,金隅冀东,3.47,-9.3,0.43,2.8,0.99,1685273,12552817,1124392,4226352,1800527,-8382851,缩量,低,情绪退潮,进场,趋势转多型,资金+业绩共振(双击候选),B,关注：资金+业绩共振,72.3
000409,云鼎科技,8.83,108.0,0.53,0.9,3.54,12219191,8195727,32032614,-7204182,-10084991,-4220144,放量,低,游资情绪,观望,资金观望型,,D,回避：资金观望,9.2
000410,沈阳机床,4.94,-44.0,0.81,-6.0,-10.53,-34657596,-21242252,-68314567,747376,-642134,-373423,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-3.5
000411,英特集团,9.86,-35.5,0.78,-18.7,-3.55,-4834625,-9466206,-26581175,346972,-812421,-4478830,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-1.2
000415,渤海租赁,4.47,-37.8,1.06,0.5,-11.51,-133549122,-288434815,-377562513,-16902676,-23035002,5545273,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-3.8
000419,通程控股,4.97,-32.4,0.57,26.9,-3.8,-7346607,-1781694,-3519642,81015,0,-2807017,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.3
000421,南京公用,5.67,9.8,0.96,-51.6,-5.38,-12562486,-10573027,37206016,3376981,362457,-1441748,缩量,低,情绪退潮,观望,长线吸筹型,,D,回避：资金观望,-1.8
000420,吉林化纤,3.52,-55.7,0.28,19.0,-10.8,-73722704,-89805997,-63219835,4146351,8724074,2614641,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-3.6
000408,藏格矿业,72.3,-40.4,0.9,-22.5,-3.14,-119739976,-238636300,247402826,54783858,60168199,-30023728,缩量,低,情绪退潮,吸筹,长线吸筹型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,23.0
000422,湖北宜化,11.85,-67.9,0.62,-5.3,-9.58,-120297415,-218250538,-266865012,-12857785,-7363477,15393256,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-3.2
000425,徐工机械,7.58,69.0,0.8,-0.7,-4.06,-173024582,-377243394,-281700560,6935257,-2098032,12051723,放量,低,游资情绪,观望,资金观望型,,D,回避：资金观望,6.6
000426,兴业银锡,36.5,-25.3,0.81,-51.1,-0.43,-38300581,-274385173,181892392,86669743,57321452,-153490202,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-0.1
000429,粤高速Ａ,12.74,-34.8,2.09,27.6,0.51,3373854,-17704892,-94263211,-3709222,-5683588,1723596,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,0.2
000417,合百集团,5.57,-67.6,4.87,263.9,-0.5,-7592665,29777974,7645091,8410219,9286653,-2181507,缩量,低,情绪退潮,吸筹,资金观望型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,23.8
000428,华天酒店,4.06,162.0,1.66,95.0,0.65,13827121,92723949,213708188,-38353494,-26415759,44294301,放量,低,游资情绪,观望,均衡流入型,,D,回避：资金观望,8.2
000498,山东路桥,4.9,-17.7,0.41,-22.8,-1.86,-3616272,-16188680,-52766439,3071840,2241580,-3966980,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-0.6
000430,张家界,6.73,130.0,0.96,307.6,-2.59,-36792866,-21392607,-43441747,-14004631,-2112425,31002491,放量,低,游资情绪,观望,资金观望型,,D,回避：资金观望,7.1
000501,武商集团,7.09,-22.0,1.21,93.3,-10.74,-47558066,-1146262,-17975164,785158,883065,817592,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-3.6
000503,国新健康,6.65,-59.1,1.1,-40.8,-9.9,-26445108,-32173693,42674532,-4036961,-3249442,-399304,缩量,低,情绪退潮,观望,长线吸筹型,,D,回避：资金观望,-3.3
000423,东阿阿胶,46.0,-41.5,0.71,-32.4,2.69,29025329,20420967,-9351642,3277040,2398822,4223452,缩量,低,情绪退潮,进场,资金观望型,资金+业绩共振(双击候选),B,关注：资金+业绩共振,72.9
000505,京粮控股,6.33,414.5,0.67,-22.2,-6.78,-115789992,-282671512,-226795790,3288474,772054,2823006,放量,低,游资情绪,观望,资金观望型,,D,回避：资金观望,5.7
000504,南华生物,8.27,-60.9,2.86,20.9,2.99,6310248,15645586,11648643,-1552777,-538123,-503578,缩量,低,情绪退潮,观望,趋势转多型,,D,回避：资金观望,1.0
000507,珠海港,5.05,-37.5,1.0,18.0,-1.57,-4287938,-24223736,-39130331,-2162687,-1192600,-3458877,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-0.5
000509,华塑控股,3.48,-51.8,1.31,-19.0,-0.81,-2221668,-675691,-31975150,-5535531,-4870282,4547584,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-0.3
000513,丽珠集团,26.23,-49.9,1.53,-49.0,-5.07,-37451583,-44342982,-178025937,-3307819,-4230357,12596204,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-1.7
000516,国际医学,4.19,-28.9,1.01,27.6,-2.88,-15658106,19994134,26321700,-589510,-4085241,2476422,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.0
000506,招金黄金,19.59,22.5,1.67,-54.3,0.04,1684138,-236655009,16950401,37324115,32035878,-38911692,缩量,低,情绪退潮,进场,资金观望型,资金+业绩共振(双击候选),B,关注：资金+业绩共振,72.0
000517,荣安地产,2.0,6.3,1.74,-32.8,0.32,942829,-26099979,-65891273,-4164531,-3699532,-3101394,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,0.1
000519,中兵红箭,15.43,-36.3,3.46,156.3,-3.98,-258576625,-132516308,-287241400,-101886384,-86635791,77266823,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.3
000520,凤凰航运,4.02,-8.0,2.03,86.4,-2.58,-26707090,62996456,53663074,-5758158,-591504,14606565,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-0.9
000510,新金路,18.0,-40.1,1.45,6.4,-6.07,-231196069,-248267823,-83924275,28556186,29633127,-1636282,缩量,低,情绪退潮,吸筹,资金观望型,纯资金炒作(亏损风险),C,谨慎：纯资金炒作,2.0
000514,渝 开 发,4.08,-29.7,0.96,-39.4,-5.55,-9376550,-22860862,10075702,1825985,738000,-611139,缩量,低,情绪退潮,吸筹,长线吸筹型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,22.1
000523,红棉股份,3.27,1021.0,1.1,105.5,-10.97,-730113560,-619485195,-375617466,-6442312,14988598,32956584,放量,低,游资情绪,观望,高位分歧型,,D,回避：资金观望,4.3
000524,岭南控股,8.81,-53.1,0.73,-30.5,-12.59,-58087196,-143386140,-74049201,1025525,298874,-4795631,缩量,低,情绪退潮,观望,长线吸筹型,,D,回避：资金观望,-4.2
000518,四环生物,3.79,-73.5,3.16,-32.1,-2.12,-10574062,-5328725,6679730,627533,2835558,-1275905,缩量,低,情绪退潮,吸筹,资金观望型,纯资金炒作(亏损风险),C,谨慎：纯资金炒作,3.3
000525,红太阳,4.54,-14.1,0.85,-31.8,-7.11,-37997076,-61449057,-102197620,2022548,1190520,-1577212,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-2.4
000526,学大教育,35.14,-58.4,1.39,-60.6,-8.19,-28343050,-11645088,12295634,1856560,-1643765,-6275920,缩量,低,情绪退潮,观望,高位分歧型,,D,回避：资金观望,-2.7
000521,长虹美菱,4.36,-75.7,2.21,90.3,-6.85,-20492340,-20984222,-29580784,2231256,1889747,-1323975,缩量,低,情绪退潮,吸筹,资金撤退型,机构吸筹+盈利(关注),C,谨慎：资金流入未验证业绩,21.7
000529,广弘控股,4.84,-6.3,0.7,55.2,-3.75,-4918096,-3401584,1185025,2206912,170540,-4890746,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.2
000528,柳    工,7.73,116.3,1.15,24.3,-1.86,-25321999,-16504115,-74504682,-67192197,-67832474,9393342,放量,低,游资情绪,观望,资金观望型,,D,回避：资金观望,7.4
000531,穗恒运Ａ,5.76,-24.7,0.33,67.2,0.74,2674781,12204865,-15086124,-1261615,-1768650,-1627824,缩量,低,情绪退潮,观望,趋势转多型,,D,回避：资金观望,0.2
000530,冰山冷热,5.07,-51.4,0.59,28.0,-5.86,-15476065,8063958,-5570891,-1086495,749262,-1555147,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-2.0
000533,顺钠股份,11.18,-39.7,0.34,-3.9,-0.93,-24832972,-67982605,-27450141,-24753714,-10059915,56344131,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-0.3
000534,万泽股份,23.43,-58.2,0.47,27.2,-0.27,-4284751,30188289,-56421290,-17813258,-16078116,19121242,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-0.1
000537,绿发电力,7.6,-29.1,0.26,37.0,-0.27,-3210756,-31181634,-67998304,-9795730,-2887100,9788722,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-0.1
000541,佛山照明,4.86,-68.7,1.4,-6.9,-9.41,-10748838,-12103158,-21416733,719315,582000,228279,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-3.1
000538,云南白药,50.84,-36.1,1.65,-8.1,0.13,2137054,-18216794,-62752382,-823785,-3275485,-31625132,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,0.0
000539,粤电力Ａ,5.31,-64.5,0.67,49.4,0.6,11860000,-8508849,-81708090,-7517322,4316218,22537112,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,0.2
000543,皖能电力,7.52,-48.0,0.89,13.7,-2.88,-24539464,-38364378,-185120615,2163379,650061,10613791,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-1.0
000532,华金资本,12.21,476.5,0.68,100.3,6.59,75996529,68742683,55098025,32035242,15203592,-30905268,放量,中,主力偏强放量,进场,资金观望型,资金+业绩共振(双击候选),B,关注：资金+业绩共振,90.2
000544,中原环保,7.29,-64.5,0.83,-25.3,-5.45,-4648823,-1001672,-873166,-1508065,-2264608,-747660,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.8
000536,华映科技,3.38,-52.4,1.94,-39.4,-4.96,-33800009,-149846393,260258106,5171052,5987841,-5475352,缩量,低,情绪退潮,吸筹,长线吸筹型,纯资金炒作(亏损风险),C,谨慎：纯资金炒作,2.3
000546,金圆股份,4.5,-64.3,0.19,-22.3,-4.39,-8481134,-15892225,-15390652,569771,1355587,2213288,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.5
000547,航天发展,14.8,-50.6,0.27,29.6,-0.24,-9267945,-28259497,-341480691,-13252258,12856352,32982765,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-0.1
000548,湖南投资,4.53,-10.9,0.84,10.6,-1.39,-1933950,-7433121,-3140851,1506736,-675000,726375,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-0.5
000550,江铃汽车,17.3,40.6,0.68,7.8,-3.81,-16378949,-7588662,-24432508,-4370410,-5192923,7620218,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.3
000545,金浦钛业,2.18,-41.2,1.02,6.0,0.3,1479135,-69040549,10293049,609115,-522514,-3987300,缩量,低,情绪退潮,进场,长线吸筹型,纯资金炒作(亏损风险),C,谨慎：纯资金炒作,12.1
000551,创元科技,12.17,-83.5,2.59,-24.9,-3.03,-18206579,-72067481,-178257431,-1499604,-1636354,-1650555,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-1.0
000552,甘肃能化,2.52,20.8,0.29,-5.3,-2.16,-22161702,-15396256,-23266631,20169648,15018358,-17927158,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-0.7
000555,神州信息,10.38,-64.1,0.55,-30.4,-4.58,-23757642,-47585771,-96596596,-7746096,-3022945,9806651,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-1.5
000553,安道麦A,5.66,-15.3,1.15,7.2,-3.56,-9966308,-5520142,-33509821,3567773,3133701,-5993459,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.2
000554,泰山石油,6.57,-19.2,1.02,32.0,2.27,18800539,50361094,15647685,-6160120,-3885464,-6815678,缩量,低,情绪退潮,观望,趋势转多型,,D,回避：资金观望,0.8
000558,天府文旅,3.55,-17.7,0.65,19.5,-5.13,-35549707,-25856650,-59635186,-1516987,-1011275,-971446,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,-1.7
000557,西部创业,3.68,-5.8,0.92,-7.1,-2.73,-3633586,-4108886,-6028526,25378,-1750712,-5801828,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-0.9
000559,万向钱潮,10.3,-70.6,0.28,1.1,-3.8,-38236624,-68079517,-159570349,-7159292,4547498,10369449,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-1.3
000560,我爱我家,2.65,219.6,0.58,54.5,-6.16,-261696048,343075364,737442266,-18240743,-8193875,38651267,放量,低,游资情绪,观望,高位分歧型,,D,回避：资金观望,5.9
000561,烽火电子,7.95,134.7,0.8,33.3,-1.17,-6097391,-5151821,-12891811,11096008,-601643,-36768888,放量,低,游资情绪,观望,资金观望型,,D,回避：资金观望,7.6
000563,陕国投Ａ,2.97,-15.2,1.09,-12.1,0.16,970635,-16526410,-29662944,-3164677,2571322,4661948,缩量,低,情绪退潮,观望,资金观望型,,D,回避：资金观望,0.1
000564,供销大集,1.49,-23.0,0.9,22.1,-7.65,-194787005,-300599862,-311891129,9826500,15589808,2557245,缩量,低,情绪退潮,观望,资金撤退型,,D,回避：资金撤退,-2.6
000565,渝三峡Ａ,6.62,166.6,1.36,85.3,3.91,57308330,48599874,109085621,-13131026,-6953920,15320698,放量,低,游资情绪,观望,资金观望型,,D,回避：资金观望,9.3
000566,海南海药,4.55,-85.9,7.23,-59.6,-4.83,-47044404,-89056250,43281897,-11851926,-9602186,10565925,缩量,低,情绪退潮,观望,长线吸筹型,,D,回避：资金观望,-1.6
